Job Family,Employee Identifier,Salaries,Overtime,Total Compensation,Total Benefits,Percentage Benefits
"Lab, Pharmacy & Med Techs",31988,100866.872,5917.786000000001,145157.59000000003,38153.236000000004,0.2628401036418419
Protection & Apprehension,37532,74486.0075,24116.1325,138889.1,36505.46,0.262838912484853
"Clerical, Secretarial & Steno",8048,9589.06,1362.66,14856.32,3904.6,0.26282417180028433
Human Services,29388,65918.20599999999,19883.704,117440.9,30866.190000000002,0.26282317318753523
Supervisory-Labor & Trade,49699,103687.14,5326.21,161086.8866666667,42336.90666666667,0.2628203173003985
Correction & Detention,49736,43592.122,5651.152,71156.81999999999,18699.75,0.2627963138318998
Journeyman Trade,17334,67583.3,4506.75,103864.77,27292.89,0.2627733157258231
Fire Services,33147,64886.052500000005,8043.395,111919.28,29408.607500000002,0.2627662320558174
Dietary & Food,49588,24208.23,16418.0325,57889.17,15210.4175,0.26275065785189183
"Clerical, Secretarial & Steno",50765,1012.95,155.775,1585.19,416.465,0.26272244967480235
Journeyman Trade,35059,108779.16500000001,10785.135,169228.40499999997,44459.8,0.26272067032718305
Fire Services,22858,47108.65,3929.89,73371.39,19275.57,0.26271234605205107
Human Services,41761,111093.54000000001,11286.4175,171148.77500000002,44962.107500000006,0.2627077377562299
Protection & Apprehension,6650,37919.7,9634.832499999999,65524.03,17211.0075,0.26266710854017983
Journeyman Trade,19528,84683.956,9107.53,141742.302,37230.464,0.2626630404238814
Journeyman Trade,32469,81593.36,12883.2975,143633.78,37721.54,0.26262304034608014
Journeyman Trade,34598,75319.83200000001,4912.014,130056.34599999999,34155.33,0.2626194803289338
Journeyman Trade,44469,74625.07333333333,4963.64,114817.59666666668,30151.89333333333,0.26260690180503393
Journeyman Trade,43441,80007.75,4664.73,124724.155,32752.614999999998,0.2626004160942201
Street Transit,23264,63102.7,23908.7425,135233.76750000002,35510.41,0.2625853783153679
"Clerical, Secretarial & Steno",28380,15737.37,1718.8899999999999,23876.239999999998,6269.305,0.26257505369354645
Skilled Labor,27084,13500.0,4498.03,25138.4,6600.37,0.2625612608598797
Public Safety Inspection,45778,86124.855,4409.445,123576.915,32445.784999999996,0.26255538908703135
"Clerical, Secretarial & Steno",4620,8652.49,775.31,12784.38,3356.58,0.26255320946342336
Skilled Labor,47899,57313.114000000016,11636.212000000001,98310.53799999999,25809.222,0.262527522736169
Protection & Apprehension,52997,49495.89,9459.395,88336.1575,23190.095,0.262520984116838
Fire Services,42432,47866.11,4128.93,74906.88,19663.6,0.2625072623502674
Journeyman Trade,9424,65634.88500000001,10820.5275,123396.005,32389.392499999998,0.2624833154039306
Fire Services,23698,50657.21,7996.005,83156.49,21826.46,0.26247452243354663
Journeyman Trade,22488,48493.3875,10075.84,98797.4825,25930.54,0.26246154602168126
Street Transit,8701,105218.825,14883.1725,166939.0975,43812.600000000006,0.2624466087101016
Agriculture & Horticulture,24021,77050.785,24632.125,138858.29,36440.332500000004,0.26242821008382
Journeyman Trade,6136,85247.7575,20530.942499999997,151403.9325,39730.8975,0.2624165491870563
Skilled Labor,19779,71861.2575,7620.87,129863.04500000001,34077.1125,0.2624080815292757
"Clerical, Secretarial & Steno",54586,58898.350000000006,28054.023333333334,122695.39333333333,32193.256666666664,0.2623835809320524
Fire Services,48481,50717.33,8158.465,83164.115,21820.575,0.2623796934531198
Journeyman Trade,32433,86951.2975,20029.2825,153339.48500000002,40231.6175,0.2623695879766389
Journeyman Trade,51881,108681.29000000001,12928.037499999999,170740.4425,44792.275,0.26234133134567694
Journeyman Trade,40078,51690.543333333335,2762.366666666667,81489.80333333334,21377.146666666667,0.2623290987612724
Airport Operation,52079,73830.51,11113.92,118544.765,31096.824999999997,0.26232136864078304
"Clerical, Secretarial & Steno",49957,19780.67,2533.66,30248.68,7934.35,0.2623040079765464
Revenue,19060,6892.95,360.095,9831.985,2578.94,0.2623010511102285
Journeyman Trade,44878,77011.705,15417.015,137601.1225,36092.405,0.26229731519813726
Probation & Parole,17206,67468.275,4243.532499999999,97209.47249999999,25497.664999999997,0.2622960946527099
Fire Services,42038,47091.66,4042.38,75179.41,19715.85,0.2622506614510542
Journeyman Trade,34815,74055.40800000001,13132.707999999999,126865.96800000002,33268.652,0.2622346443610472
Protection & Apprehension,44178,53754.5,4132.23,97772.66500000001,25636.215,0.26220227299726356
Journeyman Trade,49232,85283.79,6538.083333333333,148095.01,38830.13333333333,0.26219744563529407
Correction & Detention,51733,89854.05249999999,5318.235,134610.2825,35292.895000000004,0.26218572864223805
Police Services,12546,64548.18,3714.61,95063.91,24924.18,0.26218340903503756
Probation & Parole,29845,78973.88,7506.4275,117236.79,30736.934999999998,0.2621782377357824
Journeyman Trade,23330,72246.27666666666,14060.003333333332,128902.69666666666,33795.15,0.2621756633020013
"Clerical, Secretarial & Steno",24532,16966.38,1946.76,25971.81,6808.77,0.26216001118135396
Correction & Detention,54268,68191.695,6886.735,110547.01749999999,28978.892499999998,0.2621408804629216
Nursing,48189,17757.796666666665,2800.2666666666664,30528.31,8002.676666666666,0.26213952448290345
Fire Services,4613,51089.505,7657.085,83798.565,21966.440000000002,0.26213384441607085
Correction & Detention,26230,25950.0,7762.48,49540.82,12985.94,0.26212606089281526
Med Therapy & Auxiliary,47244,20316.81,3048.39,32316.97,8471.015,0.26212281039961355
Fire Services,18967,72812.78000000001,11968.453333333333,122510.62666666666,32112.17333333333,0.2621174522329872
Human Services,34990,94210.4775,17856.725,159724.2675,41863.6125,0.26209926115328724
"Lab, Pharmacy & Med Techs",32273,116490.2,6285.6849999999995,180655.26,47346.630000000005,0.2620827647088715
Correction & Detention,1973,39181.9,11243.5,74705.27,19578.875,0.26208157737733895
Protection & Apprehension,616,60343.335,27173.864999999998,122092.465,31997.395000000004,0.26207510021195823
Street Transit,9397,56562.899999999994,5001.97,96923.935,25401.085,0.26207236633551867
Journeyman Trade,25336,62219.4,10203.67,104396.92,27359.18,0.2620688426440167
Journeyman Trade,12213,75194.2,13789.935000000001,130438.69,34179.885,0.2620379352169207
Police Services,42839,33018.973333333335,1875.4733333333334,49245.583333333336,12902.973333333333,0.26201280317862685
Police Services,6687,48924.525,3080.14,73374.62,19223.31,0.261988545903202
Police Services,7415,48928.455,3475.035,73426.875,19234.99,0.2619611688499613
Journeyman Trade,43325,98009.16750000001,10330.2375,162137.81,42469.987499999996,0.2619375918547315
Journeyman Trade,18145,98097.845,18891.3525,161107.8175,42197.845,0.26192301313994276
Journeyman Trade,13412,65596.0,9374.46,109657.965,28721.464999999997,0.2619186394713781
Nursing,36121,8820.965,781.2874999999999,14443.185000000001,3782.7974999999997,0.26190881720340764
Correction & Detention,31727,93871.06,5994.5225,143973.32749999998,37707.41,0.2619055255217325
Street Transit,13130,107191.0225,14521.9825,169465.83000000002,44383.78,0.2619040074332389
"Clerical, Secretarial & Steno",49515,6709.75,381.6,9824.34,2572.99,0.2618995270929141
"Clerical, Secretarial & Steno",26686,2886.81,431.51,4495.46,1177.14,0.2618508450748088
Nursing,38431,7647.91,1709.05,13075.34,3423.77,0.26184940506327176
"Budget, Admn & Stats Analysis",26144,31296.32,1634.66,44612.33,11681.35,0.26184128916826355
Journeyman Trade,6158,81483.765,16312.859999999999,156568.0225,40995.615000000005,0.2618390035551481
Construction Inspection,32171,110447.945,8044.7325,171774.98,44976.895000000004,0.26183612421320035
Journeyman Trade,4825,65023.130000000005,15959.173999999999,120658.75600000001,31592.728000000003,0.26183535325028545
Journeyman Trade,27554,49496.85,3342.73,76482.93,20025.64,0.26183149625674645
Police Services,51935,64548.175,3850.935,95229.315,24932.58,0.2618162274925531
Journeyman Trade,2095,70582.65,22111.36,129679.8275,33950.355,0.2618013584263906
Journeyman Trade,44687,82948.07,12597.173333333334,142111.64666666667,37201.89,0.2617793183922481
Revenue,40525,6163.585,344.44,8815.815,2307.79,0.2617784061938686
Protection & Apprehension,55081,74433.155,12942.310000000001,130990.3475,34289.2075,0.26176896354901263
Human Services,31398,109086.94,8116.7525000000005,169172.8,44282.49,0.2617589234203134
Public Safety Inspection,8720,111007.9475,12861.475,170169.925,44539.8475,0.2617374809326619
Correction & Detention,32770,65241.33799999999,5194.568,98999.636,25911.469999999998,0.2617329825333903
Nursing,8850,70513.1525,25730.385000000002,136094.335,35619.875,0.2617292997537333
Nursing,40742,41059.54,5310.405,78790.22,20621.325,0.26172442468113427
Correction & Detention,51054,97814.495,5287.8825,145342.025,38038.47749999999,0.26171699135195065
Street Transit,19328,49176.4,12550.865,87334.55,22855.870000000003,0.261704789227173
Journeyman Trade,47969,78116.8,14648.99,128433.24,33608.55,0.2616810881668951
Airport Operation,20716,84087.04000000001,19249.045,150566.03,39400.19750000001,0.2616805231565182
Journeyman Trade,30608,81701.4975,16152.0075,154018.6875,40300.7175,0.2616612188699504
Journeyman Trade,51917,85246.9075,19123.91,156164.08500000002,40860.97749999999,0.26165412809225624
Journeyman Trade,17761,117698.005,7282.8225,176115.35,46081.1575,0.2616532715632113
Journeyman Trade,9810,108796.5525,10991.41,179798.43999999997,47040.295,0.26162793737253787
Journeyman Trade,23903,79575.34,18280.3325,138143.33500000002,36141.865000000005,0.261625832328429
"Clerical, Secretarial & Steno",21318,2693.3100000000004,249.82,4013.0299999999997,1049.9,0.2616227638467692
Police Services,11805,71644.92666666667,4288.66,106487.34333333334,27857.52,0.2616040472791086
Fire Services,31291,50692.69,7959.87,84318.47,22056.32,0.26158349410277487
Police Services,37766,70550.58,3705.8100000000004,107494.69499999999,28117.36,0.2615697453720856
Nursing,26842,70649.5025,24521.075,134759.19,35248.7975,0.26156878428847785
Dietary & Food,17344,7485.0,513.0,10830.92,2832.92,0.26155857489483814
Correction & Detention,24334,93440.9025,5618.540000000001,142861.17750000002,37365.935,0.261554158056691
Police Services,6725,58314.52,3239.615,86349.32500000001,22583.55,0.2615370762886681
Police Services,3076,62093.556666666664,4318.7699999999995,92427.98,24173.183333333334,0.26153534171506654
Journeyman Trade,24899,85246.075,19990.055,148407.7525,38811.5775,0.2615198791586039
Protection & Apprehension,47847,103630.395,10103.39,170115.1075,44488.425,0.2615195419959982
Police Services,30421,48928.46,3603.225,73413.985,19198.975,0.26151658978871667
Skilled Labor,39569,87077.0325,13633.18,156970.63,41048.645,0.26150525738477315
Journeyman Trade,17473,44473.6925,7570.5425000000005,76318.73,19957.4775,0.26150169820698016
Journeyman Trade,15101,43454.037500000006,7878.5175,72167.3775,18871.0975,0.26149069224525995
Journeyman Trade,47663,81701.47750000001,15986.462500000001,162413.765,42464.240000000005,0.261457149275494
Protection & Apprehension,37751,52757.935,11989.75,92738.91,24246.815,0.26145244752175756
Journeyman Trade,49398,20093.15,1489.15,33330.43,8714.21,0.26144907221418984
Nursing,28696,56064.714,17664.808,112253.528,29348.419999999995,0.2614476402024531
Journeyman Trade,25705,46368.935,8515.76,80168.81,20958.510000000002,0.2614297256002678
Journeyman Trade,48384,117703.05500000001,8468.225,176046.30000000002,46022.795,0.2614243809725055
Human Services,16154,94276.5625,18879.43,158872.095,41532.515,0.2614210821604637
Journeyman Trade,33310,81188.5225,18344.3875,147167.765,38465.22749999999,0.2613699236378292
Journeyman Trade,26269,82904.415,5228.76,123154.53,32186.7125,0.26135224177299854
Street Transit,11415,43034.0,16517.193333333333,95842.5,25048.516666666666,0.26135082731217013
Journeyman Trade,18003,83524.35250000001,24053.9725,150361.16,39296.43,0.2613469462459587
Correction & Detention,19489,68949.4225,12281.0075,113823.505,29747.275,0.2613456245263226
Journeyman Trade,42502,92200.7775,20216.715,155673.3075,40683.74,0.26134049987985253
Fire Services,35052,47098.115,7360.525,78495.955,20512.645,0.26132104514175286
Fire Services,47907,75128.56333333334,12188.13,127086.77999999998,33209.380000000005,0.2613126243343329
Journeyman Trade,53516,82964.71333333333,7494.110000000001,145670.45666666667,38064.200000000004,0.26130349880828047
Fire Services,35684,58131.21,5613.635,91761.315,23977.48,0.26130270691957713
Street Transit,51593,87662.8525,20564.089999999997,155670.285,40677.0,0.26130227743849765
Correction & Detention,22677,36783.425,7274.472500000001,62056.81,16214.669999999998,0.2612875202576478
Journeyman Trade,19761,69074.38333333333,13121.206666666667,113312.40000000001,29606.373333333333,0.2612809660137225
Protection & Apprehension,30294,62207.725000000006,26320.72,126614.445,33081.38250000001,0.26127652733461815
Police Services,28761,70750.11,5217.865,104960.505,27423.165,0.2612712753239897
Correction & Detention,54788,68328.87,11433.369999999999,115310.4225,30126.959999999995,0.2612683168340659
Correction & Detention,18628,97460.3625,5505.11,144256.385,37687.67,0.2612547791212153
Journeyman Trade,7163,84454.975,6252.52,139598.8875,36467.66500000001,0.2612317737847302
Skilled Labor,33707,64034.33,24398.707500000004,137600.5675,35944.83,0.26122588484237175
Human Services,30307,85880.25749999999,24760.14,151727.005,39631.6075,0.2612033863055558
Nursing,8047,56519.602,19201.498,113803.56999999999,29725.742,0.2612021925146988
"Clerical, Secretarial & Steno",29853,15749.95,2992.6775000000002,25559.324999999997,6676.147500000001,0.26120202704883644
Journeyman Trade,48339,97148.8,9329.07,150086.46,39202.18,0.2611973125357211
"Clerical, Secretarial & Steno",51000,4209.45,609.26,6684.66,1745.95,0.2611875547896228
Journeyman Trade,22609,72443.79199999999,12068.744,126826.898,33120.312,0.2611458020521798
Street Transit,10440,68237.635,46283.55500000001,163893.91749999998,42799.285,0.26114016708399207
Protection & Apprehension,7617,20621.927999999996,1430.934,30001.946000000004,7834.562,0.2611351277013831
Police Services,50137,70550.555,3689.765,104678.975,27334.005,0.26112220720541063
Recreation,43826,4963.88,1929.75,9386.72,2450.93,0.2611061158743416
Journeyman Trade,19095,78435.26,21005.9725,142947.215,37323.78,0.2611018339881613
Supervisory-Labor & Trade,19226,114113.43000000001,11149.577500000001,178950.0275,46721.362499999996,0.2610860872876926
Fire Services,44447,50578.45,4558.71,78587.59,20517.2,0.2610742993900182
Protection & Apprehension,36489,108561.13,11968.8825,175840.58000000002,45905.55499999999,0.2610634871654768
Street Transit,14982,70196.0775,48184.65000000001,163349.86250000002,42642.439999999995,0.2610497452974593
Fire Services,7371,65038.7175,9175.3475,112732.465,29428.295,0.2610454317662618
Skilled Labor,28531,64841.3775,23370.5025,140521.855,36680.77,0.2610324920632452
Correction & Detention,25489,70367.6125,10628.9725,115715.87000000001,30203.7275,0.2610162936164244
Supervisory-Labor & Trade,48657,119615.1425,9310.3925,180853.4675,47205.697499999995,0.2610162699811105
Police Services,45904,58314.53,3020.41,86482.145,22572.565,0.26100838502560264
Journeyman Trade,48204,106160.8325,12893.917500000001,172110.03,44920.4875,0.26099866172819797
Protection & Apprehension,924,109038.62,13975.1,174941.76750000002,45658.5425,0.26099280436274314
"Clerical, Secretarial & Steno",10088,21331.57,4433.113333333334,35248.310000000005,9198.956666666667,0.26097582172497535
Protection & Apprehension,33959,62204.2,24902.442499999997,127676.97,33320.1375,0.2609721823755686
Fire Services,14746,51047.52,9067.335,84197.825,21972.85,0.2609669549064955
